customer_id,contact_date,contact_type,contact_duration,campaign_contacts,days_last_contacted,previous_contacts,poutcome,sale,deposit
133,2024-05-23,unknown,1015,3,1,0,unknown,1,1
134,2024-05-23,unknown,1392,2,1,0,unknown,1,1
135,2024-05-26,unknown,414,2,1,0,unknown,1,1
136,2024-05-26,unknown,788,11,1,0,unknown,1,1
137,2024-05-26,unknown,682,1,1,0,unknown,1,1
138,2024-05-26,unknown,679,2,1,0,unknown,1,1
139,2024-05-26,unknown,1560,2,1,0,unknown,1,1
140,2024-05-26,unknown,1234,3,1,0,unknown,1,1
141,2024-05-26,unknown,642,2,1,0,unknown,1,1
142,2024-05-26,unknown,895,4,1,0,unknown,1,1
143,2024-05-26,unknown,431,2,1,0,unknown,1,1
144,2024-05-26,unknown,741,6,1,0,unknown,1,1
145,2024-05-26,unknown,1272,4,1,0,unknown,1,1
146,2024-05-26,unknown,748,3,1,0,unknown,1,1
147,2024-05-26,unknown,896,3,1,0,unknown,1,1
148,2024-05-26,unknown,764,2,1,0,unknown,1,1
149,2024-05-27,unknown,1063,5,1,0,unknown,1,1
150,2024-05-27,unknown,1051,1,1,0,unknown,1,1
151,2024-05-27,unknown,731,3,1,0,unknown,1,1
152,2024-05-27,unknown,751,1,1,0,unknown,1,1
153,2024-05-27,unknown,709,1,1,0,unknown,1,1
154,2024-05-27,unknown,3094,2,1,0,unknown,1,1
155,2024-05-28,unknown,938,2,1,0,unknown,1,1
156,2024-05-28,unknown,1560,2,1,0,unknown,1,1
157,2024-05-28,unknown,576,3,1,0,unknown,1,1
158,2024-05-28,unknown,543,2,1,0,unknown,1,1
159,2024-05-28,unknown,615,2,1,0,unknown,1,1
160,2024-05-28,unknown,507,1,1,0,unknown,1,1
161,2024-05-28,unknown,1183,1,1,0,unknown,1,1
162,2024-05-28,unknown,864,2,1,0,unknown,1,1
163,2024-05-28,unknown,1730,1,1,0,unknown,1,1
164,2024-05-28,unknown,560,9,1,0,unknown,1,1
165,2024-05-29,unknown,543,1,1,0,unknown,1,1
166,2024-05-29,unknown,539,1,1,0,unknown,1,1
167,2024-05-29,unknown,791,2,1,0,unknown,1,1
168,2024-05-29,unknown,746,1,1,0,unknown,1,1
169,2024-05-29,unknown,1207,1,1,0,unknown,1,1
170,2024-05-29,unknown,535,2,1,0,unknown,1,1
171,2024-05-29,unknown,789,3,1,0,unknown,1,1
172,2024-05-29,unknown,792,3,1,0,unknown,1,1
173,2024-05-29,unknown,833,2,1,0,unknown,1,1
174,2024-05-29,unknown,814,2,1,0,unknown,1,1
175,2024-05-29,unknown,1363,2,1,0,unknown,1,1
176,2024-05-29,unknown,1109,3,1,0,unknown,1,1
177,2024-05-29,unknown,828,3,1,0,unknown,1,1
178,2024-05-30,unknown,917,1,1,0,unknown,1,1
179,2024-05-30,unknown,762,3,1,0,unknown,1,1
180,2024-05-30,unknown,1133,2,1,0,unknown,1,1
181,2024-05-30,unknown,638,1,1,0,unknown,1,1
182,2024-05-30,unknown,763,1,1,0,unknown,1,1
183,2024-05-30,unknown,604,2,1,0,unknown,1,1
184,2024-05-30,unknown,854,2,1,0,unknown,1,1
185,2024-05-30,unknown,855,2,1,0,unknown,1,1
186,2024-05-30,unknown,1269,1,1,0,unknown,1,1
187,2024-05-30,unknown,691,10,1,0,unknown,1,1
188,2024-05-30,unknown,1097,15,1,0,unknown,1,1
189,2024-05-30,unknown,1236,2,1,0,unknown,1,1
190,2024-05-30,unknown,886,3,1,0,unknown,1,1
191,2024-05-30,unknown,1343,3,1,0,unknown,1,1
192,2024-05-30,unknown,812,3,1,0,unknown,1,1
193,2024-05-30,unknown,1980,2,1,0,unknown,1,1
194,2024-05-30,unknown,984,2,1,0,unknown,1,1
195,2024-05-30,unknown,228,2,1,0,unknown,1,1
196,2024-05-30,unknown,891,4,1,0,unknown,1,1
197,2024-05-30,unknown,745,12,1,0,unknown,1,1
198,2024-05-30,unknown,539,12,1,0,unknown,1,1
199,2024-05-30,unknown,1044,5,1,0,unknown,1,1
200,2024-05-30,unknown,1193,2,1,0,unknown,1,1
201,2024-06-02,unknown,526,2,1,0,unknown,1,1
202,2024-06-02,unknown,394,1,1,0,unknown,1,1
203,2024-06-02,unknown,659,2,1,0,unknown,1,1
204,2024-06-02,unknown,1036,1,1,0,unknown,1,1
205,2024-06-02,unknown,815,1,1,0,unknown,1,1
206,2024-06-02,unknown,563,1,1,0,unknown,1,1
207,2024-06-02,unknown,1068,1,1,0,unknown,1,1
208,2024-06-02,unknown,230,3,1,0,unknown,1,1
209,2024-06-02,unknown,747,2,1,0,unknown,1,1
210,2024-06-02,unknown,671,5,1,0,unknown,1,1
211,2024-06-02,unknown,555,5,1,0,unknown,1,1
212,2024-06-02,unknown,777,4,1,0,unknown,1,1
213,2024-06-02,unknown,707,14,1,0,unknown,1,1
214,2024-06-02,unknown,432,4,1,0,unknown,1,1
215,2024-06-03,unknown,1173,3,1,0,unknown,1,1
216,2024-06-03,unknown,963,2,1,0,unknown,1,1
217,2024-06-03,unknown,941,3,1,0,unknown,1,1
218,2024-06-03,unknown,1025,7,1,0,unknown,1,1
219,2024-06-03,unknown,732,2,1,0,unknown,1,1
220,2024-06-03,unknown,1045,3,1,0,unknown,1,1
221,2024-06-03,unknown,768,1,1,0,unknown,1,1
222,2024-06-03,unknown,801,1,1,0,unknown,1,1
223,2024-06-03,unknown,482,2,1,0,unknown,1,1
224,2024-06-03,unknown,2456,2,1,0,unknown,1,1
225,2024-06-03,unknown,1363,7,1,0,unknown,1,1
226,2024-06-03,unknown,1336,4,1,0,unknown,1,1
227,2024-06-04,unknown,633,1,1,0,unknown,1,1
228,2024-06-04,unknown,524,15,1,0,unknown,1,1
229,2024-06-04,unknown,578,1,1,0,unknown,1,1
230,2024-06-04,unknown,984,2,1,0,unknown,1,1
231,2024-06-04,unknown,638,1,1,0,unknown,1,1
232,2024-06-04,unknown,767,2,1,0,unknown,1,1
233,2024-06-04,unknown,525,2,1,0,unknown,1,1
234,2024-06-04,unknown,563,1,1,0,unknown,1,1
235,2024-06-04,unknown,1449,6,1,0,unknown,1,1
236,2024-06-04,unknown,920,1,1,0,unknown,1,1
237,2024-06-04,unknown,908,1,1,0,unknown,1,1
238,2024-06-05,unknown,208,1,1,0,unknown,1,1
239,2024-06-05,unknown,910,2,1,0,unknown,1,1
240,2024-06-05,unknown,1446,1,1,0,unknown,1,1
241,2024-06-05,unknown,1149,2,1,0,unknown,1,1
242,2024-06-05,unknown,1123,1,1,0,unknown,1,1
243,2024-06-05,unknown,508,2,1,0,unknown,1,1
244,2024-06-05,unknown,736,2,1,0,unknown,1,1
245,2024-06-05,unknown,590,3,1,0,unknown,1,1
246,2024-06-05,unknown,636,1,1,0,unknown,1,1
247,2024-06-05,unknown,701,1,1,0,unknown,1,1
248,2024-06-05,unknown,761,2,1,0,unknown,1,1
249,2024-06-05,unknown,1558,1,1,0,unknown,1,1
250,2024-06-05,unknown,1053,2,1,0,unknown,1,1
251,2024-06-05,unknown,562,15,1,0,unknown,1,1
252,2024-06-05,unknown,494,5,1,0,unknown,1,1
253,2024-06-05,unknown,1018,3,1,0,unknown,1,1
254,2024-06-05,unknown,884,4,1,0,unknown,1,1
255,2024-06-06,unknown,709,5,1,0,unknown,1,1
256,2024-06-06,unknown,1276,2,1,0,unknown,1,1
257,2024-06-06,unknown,381,2,1,0,unknown,1,1
258,2024-06-06,unknown,862,11,1,0,unknown,1,1
259,2024-06-06,unknown,460,4,1,0,unknown,1,1
260,2024-06-06,unknown,467,3,1,0,unknown,1,1
261,2024-06-06,unknown,648,2,1,0,unknown,1,1
262,2024-06-06,unknown,2653,3,1,0,unknown,1,1
263,2024-06-06,unknown,1085,1,1,0,unknown,1,1
264,2024-06-06,unknown,369,2,1,0,unknown,1,1
265,2024-06-06,unknown,685,3,1,0,unknown,1,1
266,2024-06-09,unknown,1055,10,1,0,unknown,1,1
267,2024-06-09,unknown,882,1,1,0,unknown,1,1
268,2024-06-09,unknown,901,1,1,0,unknown,1,1
269,2024-06-09,unknown,700,1,1,0,unknown,1,1
270,2024-06-09,unknown,491,6,1,0,unknown,1,1
271,2024-06-09,unknown,940,1,1,0,unknown,1,1
272,2024-06-09,unknown,3881,3,1,0,unknown,1,1
273,2024-06-09,unknown,486,3,1,0,unknown,1,1
274,2024-06-09,unknown,1137,3,1,0,unknown,1,1
275,2024-06-11,unknown,878,3,1,0,unknown,1,1
276,2024-06-11,unknown,583,4,1,0,unknown,1,1
277,2024-06-11,unknown,1159,4,1,0,unknown,1,1
278,2024-06-11,unknown,893,8,1,0,unknown,1,1
279,2024-06-11,unknown,867,1,1,0,unknown,1,1
280,2024-06-11,unknown,706,1,1,0,unknown,1,1
281,2024-06-11,unknown,1199,1,1,0,unknown,1,1
282,2024-06-11,unknown,935,1,1,0,unknown,1,1
283,2024-06-11,unknown,586,1,1,0,unknown,1,1
284,2024-06-11,unknown,967,2,1,0,unknown,1,1
285,2024-06-11,unknown,595,2,1,0,unknown,1,1
286,2024-06-11,unknown,1290,2,1,0,unknown,1,1
287,2024-06-12,unknown,614,2,1,0,unknown,1,1
288,2024-06-12,unknown,885,1,1,0,unknown,1,1
289,2024-06-12,unknown,651,5,1,0,unknown,1,1
290,2024-06-12,unknown,993,6,1,0,unknown,1,1
291,2024-06-12,unknown,577,2,1,0,unknown,1,1
292,2024-06-12,unknown,1141,6,1,0,unknown,1,1
293,2024-06-12,unknown,1268,2,1,0,unknown,1,1
294,2024-06-12,unknown,1243,7,1,0,unknown,1,1
295,2024-06-12,unknown,465,3,1,0,unknown,1,1
296,2024-06-16,unknown,513,2,1,0,unknown,1,1
297,2024-06-16,unknown,686,11,1,0,unknown,1,1
298,2024-06-16,unknown,741,4,1,0,unknown,1,1
299,2024-06-16,unknown,617,1,1,0,unknown,1,1
300,2024-06-16,unknown,1093,1,1,0,unknown,1,1
301,2024-06-16,unknown,1395,2,1,0,unknown,1,1
302,2024-06-16,unknown,1089,1,1,0,unknown,1,1
303,2024-06-16,unknown,1248,3,1,0,unknown,1,1
304,2024-06-16,unknown,721,3,1,0,unknown,1,1
305,2024-06-16,unknown,750,2,1,0,unknown,1,1
306,2024-06-16,unknown,637,6,1,0,unknown,1,1
307,2024-06-16,unknown,2769,4,1,0,unknown,1,1
308,2024-06-17,unknown,556,1,1,0,unknown,1,1
309,2024-06-17,unknown,522,1,1,0,unknown,1,1
310,2024-06-17,unknown,1345,3,1,0,unknown,1,1
311,2024-06-17,unknown,676,2,1,0,unknown,1,1
312,2024-06-17,unknown,775,3,1,0,unknown,1,1
313,2024-06-17,unknown,2621,3,1,0,unknown,1,1
314,2024-06-18,unknown,1029,1,1,0,unknown,1,1
315,2024-06-18,unknown,371,2,1,0,unknown,1,1
316,2024-06-18,unknown,1528,2,1,0,unknown,1,1
317,2024-06-18,unknown,1540,1,1,0,unknown,1,1
318,2024-06-18,unknown,973,1,1,0,unknown,1,1
319,2024-06-18,unknown,707,1,1,0,unknown,1,1
320,2024-06-18,unknown,625,2,1,0,unknown,1,1
321,2024-06-18,unknown,1255,1,1,0,unknown,1,1
322,2024-06-18,unknown,704,4,1,0,unknown,1,1
323,2024-06-18,unknown,1574,3,1,0,unknown,1,1
324,2024-06-19,unknown,1135,4,1,0,unknown,1,1
325,2024-06-19,unknown,1007,1,1,0,unknown,1,1
326,2024-06-19,unknown,1318,3,1,0,unknown,1,1
327,2024-06-19,unknown,922,2,1,0,unknown,1,1
328,2024-06-19,unknown,585,1,1,0,unknown,1,1
329,2024-06-19,unknown,952,4,1,0,unknown,1,1
330,2024-06-19,unknown,834,1,1,0,unknown,1,1
331,2024-06-19,unknown,651,3,1,0,unknown,1,1
332,2024-06-19,unknown,683,3,1,0,unknown,1,1
333,2024-06-19,unknown,1012,1,1,0,unknown,1,1
334,2024-06-19,unknown,958,7,1,0,unknown,1,1
335,2024-06-20,unknown,973,2,1,0,unknown,1,1
336,2024-06-20,unknown,911,1,1,0,unknown,1,1
337,2024-06-20,unknown,382,7,1,0,unknown,1,1
338,2024-06-20,unknown,1210,1,1,0,unknown,1,1
339,2024-06-20,unknown,838,1,1,0,unknown,1,1
340,2024-06-20,unknown,422,1,1,0,unknown,1,1
341,2024-06-20,unknown,1098,2,1,0,unknown,1,1
342,2024-06-20,unknown,1663,1,1,0,unknown,1,1
343,2024-06-20,unknown,560,3,1,0,unknown,1,1
344,2024-06-20,unknown,1617,1,1,0,unknown,1,1
345,2024-06-20,unknown,570,2,1,0,unknown,1,1
346,2024-06-20,unknown,1023,3,1,0,unknown,1,1
347,2024-06-20,unknown,585,2,1,0,unknown,1,1
348,2024-06-20,unknown,693,3,1,0,unknown,1,1
349,2024-06-20,unknown,546,10,1,0,unknown,1,1
350,2024-06-20,unknown,1036,5,1,0,unknown,1,1
351,2024-06-20,unknown,1409,2,1,0,unknown,1,1
352,2024-06-20,unknown,988,4,1,0,unknown,1,1
353,2024-06-23,unknown,498,2,1,0,unknown,1,1
354,2024-06-23,unknown,670,3,1,0,unknown,1,1
355,2024-06-23,unknown,662,2,1,0,unknown,1,1
356,2024-06-24,unknown,528,2,1,0,unknown,1,1
357,2024-06-26,unknown,519,3,1,0,unknown,1,1
358,2024-06-26,unknown,677,3,1,0,unknown,1,1
359,2024-06-26,unknown,3183,2,1,0,unknown,1,1
360,2024-06-27,unknown,422,6,1,0,unknown,1,1
361,2024-06-27,unknown,856,2,1,0,unknown,1,1
362,2024-07-01,unknown,479,9,1,0,unknown,1,1
363,2024-07-01,unknown,1135,2,1,0,unknown,1,1
364,2024-07-01,unknown,650,2,1,0,unknown,1,1
365,2024-07-03,unknown,587,3,1,0,unknown,1,1
366,2024-07-03,unknown,676,1,1,0,unknown,1,1
367,2024-07-04,unknown,584,1,1,0,unknown,1,1
368,2024-07-04,cellular,1044,3,1,0,unknown,1,1
369,2024-07-07,cellular,494,4,1,0,unknown,1,1
370,2024-07-07,cellular,615,2,1,0,unknown,1,1
371,2024-07-07,cellular,718,2,1,0,unknown,1,1
372,2024-07-07,cellular,434,3,1,0,unknown,1,1
373,2024-07-07,cellular,782,1,1,0,unknown,1,1
374,2024-07-07,cellular,722,3,1,0,unknown,1,1
375,2024-07-07,cellular,621,2,1,0,unknown,1,1
376,2024-07-07,cellular,629,2,1,0,unknown,1,1
377,2024-07-07,cellular,385,5,1,0,unknown,1,1
378,2024-07-07,cellular,889,1,1,0,unknown,1,1
379,2024-07-07,cellular,532,1,1,0,unknown,1,1
380,2024-07-07,cellular,574,1,1,0,unknown,1,1
381,2024-07-07,cellular,599,1,1,0,unknown,1,1
382,2024-07-07,cellular,849,1,1,0,unknown,1,1
383,2024-07-07,cellular,973,3,1,0,unknown,1,1
384,2024-07-07,cellular,719,2,1,0,unknown,1,1
385,2024-07-08,cellular,509,4,1,0,unknown,1,1
386,2024-07-08,cellular,740,1,1,0,unknown,1,1
387,2024-07-08,cellular,534,1,1,0,unknown,1,1
388,2024-07-08,cellular,531,1,1,0,unknown,1,1
389,2024-07-08,cellular,634,1,1,0,unknown,1,1
390,2024-07-08,cellular,460,3,1,0,unknown,1,1
391,2024-07-08,cellular,681,1,1,0,unknown,1,1
392,2024-07-08,cellular,1082,1,1,0,unknown,1,1
393,2024-07-08,cellular,730,1,1,0,unknown,1,1
394,2024-07-08,cellular,716,5,1,0,unknown,1,1
395,2024-07-08,cellular,803,2,1,0,unknown,1,1
396,2024-07-08,cellular,635,1,1,0,unknown,1,1
397,2024-07-08,cellular,819,3,1,0,unknown,1,1
398,2024-07-08,cellular,658,2,1,0,unknown,1,1
399,2024-07-08,cellular,1061,4,1,0,unknown,1,1
400,2024-07-08,cellular,687,2,1,0,unknown,1,1
401,2024-07-09,cellular,537,1,1,0,unknown,1,1
402,2024-07-09,cellular,781,1,1,0,unknown,1,1
403,2024-07-09,cellular,645,1,1,0,unknown,1,1
404,2024-07-09,cellular,1242,1,1,0,unknown,1,1
405,2024-07-09,cellular,662,1,1,0,unknown,1,1
406,2024-07-09,cellular,625,1,1,0,unknown,1,1
407,2024-07-09,cellular,426,3,1,0,unknown,1,1
408,2024-07-09,cellular,869,1,1,0,unknown,1,1
409,2024-07-09,cellular,556,5,1,0,unknown,1,1
410,2024-07-09,cellular,359,5,1,0,unknown,1,1
411,2024-07-09,cellular,1014,1,1,0,unknown,1,1
412,2024-07-09,cellular,1290,4,1,0,unknown,1,1
413,2024-07-09,cellular,564,5,1,0,unknown,1,1
414,2024-07-09,cellular,1439,6,1,0,unknown,1,1
415,2024-07-09,cellular,919,2,1,0,unknown,1,1
416,2024-07-09,cellular,1426,3,1,0,unknown,1,1
417,2024-07-10,cellular,901,1,1,0,unknown,1,1
418,2024-07-10,cellular,998,4,1,0,unknown,1,1
419,2024-07-10,cellular,804,1,1,0,unknown,1,1
420,2024-07-10,cellular,961,1,1,0,unknown,1,1
421,2024-07-10,cellular,720,2,1,0,unknown,1,1
422,2024-07-10,cellular,1341,7,1,0,unknown,1,1
423,2024-07-10,cellular,634,1,1,0,unknown,1,1
424,2024-07-10,cellular,829,5,1,0,unknown,1,1
425,2024-07-10,cellular,476,4,1,0,unknown,1,1
426,2024-07-10,cellular,724,1,1,0,unknown,1,1
427,2024-07-10,cellular,500,1,1,0,unknown,1,1
428,2024-07-10,cellular,2029,1,1,0,unknown,1,1
429,2024-07-10,cellular,1499,3,1,0,unknown,1,1
430,2024-07-10,cellular,1399,1,1,0,unknown,1,1
431,2024-07-10,cellular,1187,3,1,0,unknown,1,1
432,2024-07-10,cellular,487,1,1,0,unknown,1,1
433,2024-07-10,cellular,1097,3,1,0,unknown,1,1
434,2024-07-11,cellular,1060,2,1,0,unknown,1,1
435,2024-07-11,cellular,764,2,1,0,unknown,1,1
436,2024-07-11,cellular,1120,2,1,0,unknown,1,1
437,2024-07-11,cellular,963,2,1,0,unknown,1,1
438,2024-07-11,cellular,1973,2,1,0,unknown,1,1
439,2024-07-11,cellular,911,2,1,0,unknown,1,1
440,2024-07-11,cellular,853,2,1,0,unknown,1,1
441,2024-07-11,cellular,1649,2,1,0,unknown,1,1
442,2024-07-14,cellular,1397,3,1,0,unknown,1,1
443,2024-07-14,cellular,766,3,1,0,unknown,1,1
444,2024-07-14,cellular,788,2,1,0,unknown,1,1
445,2024-07-14,cellular,1130,3,1,0,unknown,1,1
446,2024-07-14,cellular,1062,4,1,0,unknown,1,1
447,2024-07-14,cellular,1669,2,1,0,unknown,1,1
448,2024-07-14,cellular,1336,4,1,0,unknown,1,1
449,2024-07-14,cellular,444,3,1,0,unknown,1,1
450,2024-07-14,cellular,894,7,1,0,unknown,1,1
451,2024-07-15,cellular,805,3,1,0,unknown,1,1
452,2024-07-15,cellular,1056,2,1,0,unknown,1,1
453,2024-07-15,cellular,815,4,1,0,unknown,1,1
454,2024-07-15,cellular,808,3,1,0,unknown,1,1
455,2024-07-15,cellular,860,4,1,0,unknown,1,1
456,2024-07-15,cellular,881,1,1,0,unknown,1,1
457,2024-07-15,cellular,981,1,1,0,unknown,1,1
458,2024-07-15,cellular,1001,3,1,0,unknown,1,1
459,2024-07-15,cellular,514,5,1,0,unknown,1,1
460,2024-07-15,cellular,716,3,1,0,unknown,1,1
461,2024-07-15,cellular,769,4,1,0,unknown,1,1
462,2024-07-15,cellular,889,5,1,0,unknown,1,1
463,2024-07-15,cellular,448,5,1,0,unknown,1,1
464,2024-07-16,cellular,767,5,1,0,unknown,1,1
465,2024-07-16,cellular,578,1,1,0,unknown,1,1
466,2024-07-16,cellular,1806,4,1,0,unknown,1,1
467,2024-07-16,cellular,496,1,1,0,unknown,1,1
468,2024-07-16,cellular,586,1,1,0,unknown,1,1
469,2024-07-16,cellular,689,1,1,0,unknown,1,1
470,2024-07-16,cellular,555,1,1,0,unknown,1,1
471,2024-07-16,cellular,686,6,1,0,unknown,1,1
472,2024-07-16,cellular,435,1,1,0,unknown,1,1
473,2024-07-16,cellular,873,2,1,0,unknown,1,1
